distritos,n_defunciones,anio
TUMBES,940,2020
TUNANMARCA,10,2020
TUPACAMARU,20,2020
TUPACAMARUINCA,120,2020
TUPE,1,2020
TURPAY,5,2020
TURPO,23,2020
TUTI,3,2020
UBINAS,9,2020
UCHIZA,52,2020
UCHUMARCA,2,2020
UCHUMAYO,116,2020
UCHURACCAY,1,2020
UCO,10,2020
UCUNCHA,5,2020
ULCUMAYO,55,2020
UMACHIRI,18,2020
UMARI,37,2020
UNICACHI,14,2020
UNIONAGUABLANCA,11,2020
UPAHUACHO,4,2020
URACA,36,2020
URANMARCA,10,2020
URARINAS,15,2020
URCOS,87,2020
URPAY,16,2020
URUBAMBA,155,2020
USICAYOS,19,2020
USQUIL,109,2020
UTCO,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
USQUIL,NA,2020
Distrito,NA,2020
UTCO,6,2020
UTICYACU,8,2020
VALERA,2,2020
VARGASGUERRA,25,2020
VEGUETA,142,2020
VEINTISEISDEOCTUBRE,666,2020
VEINTISIETEDENOVIEMB,6,2020
VELILLE,52,2020
VENTANILLA,2011,2020
VICCO,33,2020
VICE,80,2020
VICHAYAL,71,2020
VICTORLARCOHERRERA,481,2020
VILAVILA,2,2020
VILCA,23,2020
VILCABAMBA,68,2020
VILCANCHOS,9,2020
VILCASHUAMAN,30,2020
VILLAELSALVADOR,3450,2020
VILLAKINTIARINA,4,2020
VILLAMARIADELTRIUNFO,3387,2020
VILLARICA,83,2020
VILLAVIRGEN,4,2020
VILQUE,18,2020
VILQUECHICO,121,2020
VINCHOS,44,2020
VIAC,8,2020
VIQUES,11,2020
VIRACO,15,2020
VIRU,399,2020
VIRUNDO,5,2020
VISCHONGO,18,2020
VISTAALEGRE,150,2020
VITIS,1,2020
VITOC,15,2020
VITOR,20,2020
VIZCATANDELENE,11,2020
WANCHAQ,504,2020
YACUS,17,2020
YAGUAS,1,2020
YAMANGO,34,2020
YAMBRASBAMBA,17,2020
YAMON,3,2020
YANAC,5,2020
YANACA,11,2020
YANACANCHA,NA,2020
CUADRON,3,2020
DEFUNCIONESREGISTRADASPOR,NA,2020
DISTRITOSSEGNAO,2020,2020
Seleccionecursorsobremapapara,NA,2020
vermayores,NA,2020
detalles,NA,2020
YANACA,NA,2020
Distrito,NA,2020
YANACANCHA,134,2020
YANAHUANCA,84,2020
YANAHUARA,281,2020
YANAHUAYA,2,2020
YANAMA,35,2020
YANAOCA,53,2020
YANAQUIHUA,18,2020
YANAS,10,2020
YANATILE,47,2020
YANQUE,10,2020
YANTALO,13,2020
YAQUERANA,3,2020
YARABAMBA,19,2020
YARINACOCHA,765,2020
YARUMAYO,13,2020
YAUCA,16,2020
YAUCADELROSARIO,22,2020
YAULI,143,2020
YAURISQUE,16,2020
YAUTAN,60,2020
YAUYA,22,2020
YAUYOS,87,2020
YAUYUCAN,30,2020
YAVARI,7,2020
YONAN,45,2020
YORONGOS,12,2020
YUCAY,26,2020
YUNGA,3,2020
YUNGAR,23,2020
YUNGAY,142,2020
YUNGUYO,208,2020
YUPAN,3,2020
YURA,170,2020
YURACMARCA,11,2020
YURACYACU,30,2020
YURIMAGUAS,545,2020
YURUA,3,2020
YUYAPICHIS,7,2020
ZAPATERO,28,2020
ZARUMILLA,169,2020
ZEPITA,136,2020
ZORRITOS,97,2020
ZUIGA,13,2020
ZURITE,28,2020
ABANCAY,521,2021
ABELARDOPARDOLEZAM,3,2021
ACARI,62,2021
ACAS,8,2021
ACCHA,17,2021
ACCOMARCA,12,2021
ACHAYA,22,2021
ACHOMA,13,2021
ACO,28,2021
ACOBAMBA,274,2021
ACOBAMBILLA,28,2021
ACOCHACA,48,2021
ACOCRO,51,2021
ACOLLA,99,2021
ACOMAYO,48,2021
ACOPAMPA,23,2021
ACOPIA,20,2021
ACORA,225,2021
ACORIA,192,2021
ACOS,26,2021
ACOSVINCHOS,21,2021
ACOSTAMBO,35,2021
ACRAQUIA,45,2021
ACZO,10,2021
AGALLPAMPA,49,2021
AGUABLANCA,13,2021
AGUASVERDES,80,2021
AHUAC,69,2021
AHUAYCHA,33,2021
AIJA,29,2021
AJOYANI,4,2021
ALBERTOLEVEAU,4,2021
ALCA,18,2021
ALCAMENCA,17,2021
ALEXANDERVONHUMBO,9,2021
ALFONSOUGARTE,5,2021
ALIS,8,2021
ALLAUCA,18,2021
ALONSODEALVARADO,46,2021
ALTOBIAVO,22,2021
ALTODELAALIANZA,205,2021
ALTOINAMBARI,55,2021
ALTOLARAN,58,2021
ALTONANAY,5,2021
ALTOPICHIGUA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
ALTONANAY,NA,2021
Distrito,NA,2021
ALTOPICHIGUA,14,2021
ALTOSAPOSOA,11,2021
ALTOSELVAALEGRE,747,2021
ALTOTAPICHE,7,2021
AMANTANI,39,2021
AMARILIS,649,2021
AMASHCA,15,2021
AMBAR,18,2021
AMBO,145,2021
AMOTAPE,25,2021
ANANEA,58,2021
ANAPIA,5,2021
ANCAHUASI,69,2021
ANCHIHUAY,10,2021
ANCHONGA,51,2021
ANCO,69,2021
ANCOHUALLO,94,2021
ANCON,421,2021
ANDABAMBA,25,2021
ANDAGUA,12,2021
ANDAHUAYLAS,336,2021
ANDAHUAYLILLAS,40,2021
ANDAJES,6,2021
ANDAMARCA,19,2021
ANDARAPA,53,2021
ANDARAY,7,2021
ANDAYMARCA,17,2021
ANDOAS,9,2021
ANDRESAVELINOCACER,124,2021
ANGASMARCA,34,2021
ANGUIA,8,2021
ANRA,6,2021
ANTA,247,2021
ANTABAMBA,36,2021
ANTAUTA,43,2021
ANTIOQUIA,19,2021
ANTONIORAIMONDI,20,2021
APARICIOPOMARES,14,2021
APARICIOPOMARESCHU,7,2021
APATA,56,2021
APLAO,105,2021
APONGO,10,2021
AQUIA,11,2021
ARAHUAY,6,2021
ARAMANGO,34,2021
ARANCAY,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
ARAMANGO,NA,2021
Distrito,NA,2021
ARANCAY,14,2021
ARAPA,67,2021
ARENAL,9,2021
AREQUIPA,1104,2021
ARMA,15,2021
ASCENSION,61,2021
ASCOPE,99,2021
ASIA,55,2021
ASILLO,103,2021
ASQUIPATA,8,2021
ASUNCION,45,2021
ATAQUERO,14,2021
ATAURA,16,2021
ATAVILLOSALTO,16,2021
ATAVILLOSBAJO,12,2021
ATE,4722,2021
ATICO,44,2021
ATIQUIPA,4,2021
ATUNCOLLA,31,2021
AUCALLAMA,97,2021
AUCARA,13,2021
AURAHUA,18,2021
AWAJUN,27,2021
AYABACA,126,2021
AYACUCHO,796,2021
AYAHUANCO,8,2021
AYAPATA,23,2021
AYAVI,6,2021
AYAVIRI,221,2021
AYNA,67,2021
AYO,2,2021
AZANGARO,231,2021
BAGUA,77,2021
BAGUAGRANDE,84,2021
BAJOBIAVO,26,2021
BALSAPUERTO,15,2021
BALSAS,5,2021
BAMBAMARCA,315,2021
BAMBAS,4,2021
BAOS,35,2021
BARRANCA,680,2021
BARRANCO,616,2021
BARRANQUITA,31,2021
BELEN,313,2021
BELLAUNION,17,2021
BELLAVISTA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
BELLAUNION,NA,2021
Distrito,NA,2021
BELLAVISTA,1720,2021
BELLAVISTADELAUNION,38,2021
BERNAL,56,2021
BOLIVAR,45,2021
BOLOGNESI,9,2021
BREA,1534,2021
BUENAVISTAALTA,41,2021
BUENOSAIRES,127,2021
BULDIBUYO,15,2021
CABANA,78,2021
CABANACONDE,26,2021
CABANILLA,45,2021
CABANILLAS,50,2021
CACATACHI,35,2021
CACERESDELPERU,41,2021
CACHACHI,104,2021
CACHICADAN,38,2021
CACHIMAYO,25,2021
CACRA,7,2021
CAHUAC,12,2021
CAHUACHO,2,2021
CAHUAPANAS,5,2021
CAICAY,23,2021
CAIRANI,11,2021
CAJA,17,2021
CAJABAMBA,306,2021
CAJACAY,17,2021
CAJAMARCA,1646,2021
CAJAMARQUILLA,6,2021
CAJARURO,28,2021
CAJATAMBO,17,2021
CAJAY,22,2021
CALAMARCA,25,2021
CALANA,38,2021
CALANGO,24,2021
CALAPUJA,18,2021
CALCA,143,2021
CALETADECARQUIN,61,2021
CALLAHUANCA,9,2021
CALLALLI,15,2021
CALLANMARCA,5,2021
CALLAO,4971,2021
CALLAYUC,38,2021
CALLERIA,1411,2021
CALQUIS,21,2021
CALZADA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
CALQUIS,NA,2021
Distrito,NA,2021
CALZADA,31,2021
CAMANA,256,2021
CAMANTI,21,2021
CAMILACA,2,2021
CAMINACA,32,2021
CAMPANILLA,51,2021
CAMPORREDONDO,16,2021
CAMPOVERDE,94,2021
CANARIA,29,2021
CANAYRE,5,2021
CANCHABAMBA,16,2021
CANCHAQUE,64,2021
CANCHAYLLO,18,2021
CANDARAVE,18,2021
CANGALLO,73,2021
CANIS,2,2021
CANOASDEPUNTASAL,32,2021
CANTA,29,2021
CAARIS,13,2021
CAPACHICA,86,2021
CAPACMARCA,35,2021
CAPASO,9,2021
CAPAYA,11,2021
CAPELO,1,2021
CAPILLAS,9,2021
CARABAMBA,35,2021
CARABAYLLO,2218,2021
CARACOTO,79,2021
CARAMPOMA,7,2021
CARANIA,1,2021
CARAPO,16,2021
CARAVELI,58,2021
CARAYBAMBA,18,2021
CARAZ,245,2021
CARHUACALLANGA,9,2021
CARHUAMAYO,64,2021
CARHUANCA,21,2021
CARHUAPAMPA,2,2021
CARHUAZ,144,2021
CARMENALTO,130,2021
CARMENDELALEGUARE,511,2021
CARMENSALCEDO,5,2021
CARUMAS,18,2021
CASAGRANDE,242,2021
CASCA,35,2021
CASCAPARA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
CASCA,NA,2021
Distrito,NA,2021
CASCAPARA,16,2021
CASCAS,87,2021
CASHAPAMPA,14,2021
CASITAS,18,2021
CASMA,364,2021
CASPIZAPA,24,2021
CASTA,13,2021
CASTILLA,1118,2021
CASTILLOGRANDE,44,2021
CASTROVIRREYNA,40,2021
CATAC,43,2021
CATACAOS,448,2021
CATACHE,32,2021
CATAHUASI,9,2021
CATILLUC,17,2021
CAUJUL,2,2021
CAYALTI,111,2021
CAYARA,8,2021
CAYARANI,14,2021
CAYLLOMA,34,2021
CAYMA,764,2021
CAYNA,17,2021
CAYNARACHI,41,2021
CCAPI,30,2021
CCARHUAYO,27,2021
CCATCA,80,2021
CCOCHACCASA,24,2021
CCORCA,25,2021
CELENDIN,247,2021
CERROAZUL,59,2021
CERROCOLORADO,1408,2021
CHACA,3,2021
CHACABAMBA,11,2021
CHACAPALPA,12,2021
CHACAPAMPA,22,2021
CHACAS,37,2021
CHACAYAN,8,2021
CHACCHO,7,2021
CHACHAPOYAS,266,2021
CHACHAS,23,2021
CHACLACAYO,527,2021
CHACOCHE,16,2021
CHADIN,9,2021
CHAGLLA,37,2021
CHALA,68,2021
CHALACO,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
CHALA,NA,2021
Distrito,NA,2021
CHALACO,83,2021
CHALAMARCA,9,2021
CHALCOS,5,2021
CHALHUANCA,45,2021
CHALLABAMBA,59,2021
CHALLHUAHUACHO,70,2021
CHAMACA,57,2021
CHAMBARA,22,2021
CHANCAY,530,2021
CHANCAYBAOS,7,2021
CHANCHAMAYO,350,2021
CHANGUILLO,15,2021
CHAO,196,2021
CHAPARRA,19,2021
CHAPIMARCA,27,2021
CHARACATO,84,2021
CHARAT,26,2021
CHARCANA,10,2021
CHAUPIMARCA,182,2021
CHAVIN,13,2021
CHAVINDEHUANTAR,86,2021
CHAVINDEPARIARCA,17,2021
CHAVINILLO,64,2021
CHAVIA,24,2021
CHAZUTA,45,2021
CHECACUPE,49,2021
CHECCA,52,2021
CHECRAS,6,2021
CHEPEN,540,2021
CHETILLA,22,2021
CHETO,7,2021
CHIARA,52,2021
CHICAMA,125,2021
CHICCHE,12,2021
CHICHAS,5,2021
CHICLA,16,2021
CHICLAYO,1644,2021
CHIGUATA,33,2021
CHIGUIRIP,8,2021
CHILCA,810,2021
CHILCAS,5,2021
CHILCAYMARCA,9,2021
CHILCAYOC,13,2021
CHILETE,30,2021
CHILIQUIN,2,2021
CHILLIA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
CHILIQUIN,NA,2021
Distrito,NA,2021
CHILLIA,55,2021
CHIMBAN,3,2021
CHIMBOTE,2584,2021
CHINCHAALTA,978,2021
CHINCHABAJA,146,2021
CHINCHAO,103,2021
CHINCHAYPUJIO,39,2021
CHINCHERO,100,2021
CHINCHEROS,53,2021
CHINCHIHUASI,11,2021
CHINCHO,1,2021
CHINGALPO,11,2021
CHINGAS,28,2021
CHIPAO,23,2021
CHIPURANA,7,2021
CHIQUIAN,42,2021
CHIRIMOTO,2,2021
CHIRINOS,67,2021
CHISQUILLA,3,2021
CHIVAY,48,2021
CHOCHOPE,4,2021
CHOCO,8,2021
CHOCOPE,113,2021
CHOCOS,14,2021
CHOJATA,6,2021
CHOLON,28,2021
CHONGOSALTO,29,2021
CHONGOSBAJO,51,2021
CHONGOYAPE,80,2021
CHONTABAMBA,48,2021
CHONTALI,26,2021
CHORAS,14,2021
CHOROPAMPA,7,2021
CHOROS,19,2021
CHORRILLOS,2802,2021
CHOTA,286,2021
CHUCUITO,93,2021
CHUGAY,36,2021
CHUGUR,23,2021
CHULUCANAS,765,2021
CHUMPI,32,2021
CHUMUCH,8,2021
CHUNGUI,10,2021
CHUPA,66,2021
CHUPACA,256,2021
CHUPAMARCA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
CHUPACA,NA,2021
Distrito,NA,2021
CHUPAMARCA,13,2021
CHUPURO,23,2021
CHUQUIBAMBA,36,2021
CHUQUIBAMBILLA,55,2021
CHUQUIS,19,2021
CHURCAMPA,50,2021
CHURUBAMBA,107,2021
CHURUJA,1,2021
CHUSCHI,55,2021
CIENEGUILLA,191,2021
CIRCA,27,2021
CIUDADNUEVA,186,2021
COALAQUE,11,2021
COASA,44,2021
COATA,68,2021
COAYLLO,13,2021
COCABAMBA,5,2021
COCACHACRA,87,2021
COCAS,4,2021
COCHABAMBA,37,2021
COCHAMAL,1,2021
COCHAMARCA,6,2021
COCHAPETI,7,2021
COCHARCAS,15,2021
COCHAS,12,2021
COCHORCO,18,2021
CODODELPOZUZO,32,2021
COISHCO,151,2021
COJATA,37,2021
COLAN,92,2021
COLASAY,38,2021
COLCA,25,2021
COLCABAMBA,110,2021
COLCAMAR,6,2021
COLCHA,10,2021
COLONIA,13,2021
COLPAS,10,2021
COLQUEMARCA,62,2021
COLQUEPATA,57,2021
COLQUIOC,9,2021
COLTA,2,2021
COMANDANTENOEL,26,2021
COMAS,5556,2021
COMBAPATA,44,2021
CONAYCA,19,2021
CONCEPCION,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
CONAYCA,NA,2021
Distrito,NA,2021
CONCEPCION,167,2021
CONCHAMARCA,33,2021
CONCHAN,14,2021
CONCHUCOS,54,2021
CONDEBAMBA,103,2021
CONDORMARCA,7,2021
CONDOROMA,5,2021
CONDURIRI,22,2021
CONGALLA,27,2021
CONGAS,10,2021
CONILA,5,2021
CONIMA,49,2021
CONSTITUCION,75,2021
CONTAMANA,188,2021
CONTUMAZA,50,2021
COPA,5,2021
COPALLIN,16,2021
COPANI,65,2021
COPORAQUE,116,2021
CORACORA,118,2021
CORANI,13,2021
CORCULLA,6,2021
CORDOVA,21,2021
CORIS,21,2021
CORONELCASTAEDA,3,2021
CORONELGREGORIOALB,383,2021
CORONGO,20,2021
CORRALES,224,2021
CORTEGANA,20,2021
COSME,20,2021
COSPAN,36,2021
COTABAMBAS,39,2021
COTAHUASI,21,2021
COTAPARACO,7,2021
COTARUSE,26,2021
COVIRIALI,26,2021
COYA,45,2021
COYLLURQUI,60,2021
CRISTONOSVALGA,22,2021
CRUCERO,66,2021
CUCHUMBAYA,8,2021
CUENCA,19,2021
CUISPES,2,2021
CUJILLO,4,2021
CULEBRAS,13,2021
CULLHUAS,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
CULEBRAS,NA,2021
Distrito,NA,2021
CULLHUAS,27,2021
CUMBA,12,2021
CUUMBUQUI,31,2021
CUPI,11,2021
CUPISNIQUE,3,2021
CURAMORI,99,2021
CURAHUASI,130,2021
CURASCO,11,2021
CURGOS,32,2021
CURIBAYA,2,2021
CURICACA,19,2021
CURIMANA,22,2021
CURPAHUASI,14,2021
CUSCA,19,2021
CUSCO,966,2021
CUSIPATA,45,2021
CUTERVO,247,2021
CUTURAPI,18,2021
CUYOCUYO,27,2021
DANIELALOMIAROBLES,28,2021
DANIELHERNANDEZ,67,2021
DEANVALDIVIA,61,2021
DESAGUADERO,62,2021
ECHARATE,210,2021
EDUARDOVILLANUEVA,37,2021
ELAGUSTINO,1977,2021
ELALGARROBAL,6,2021
ELALTO,62,2021
ELCARMEN,130,2021
ELCARMENDELAFRONT,23,2021
ELCENEPA,7,2021
ELESLABON,17,2021
ELINGENIO,38,2021
ELMANTARO,31,2021
ELMILAGRO,14,2021
ELORO,14,2021
ELPARCO,5,2021
ELPORVENIR,1217,2021
ELPRADO,11,2021
ELTALLAN,28,2021
ELTAMBO,1560,2021
ELEAZARGUZMANBARR,16,2021
ELIASSOPLINVARGAS,97,2021
EMILIOSANMARTIN,6,2021
ENCAADA,136,2021
ESPINAR,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
Distrito,NA,2021
ENCAADA,NA,2021
ESPINAR,222,2021
ESTIQUE,2,2021
ESTIQUEPAMPA,3,2021
ETEN,63,2021
ETENPUERTO,17,2021
EXTRANJERO,421,2021
FERNANDOLORES,76,2021
FERREAFE,179,2021
FIDELOLIVASESCUDERO,9,2021
FITZCARRALD,4,2021
FLORENCIADEMORA,497,2021
FLORIDA,30,2021
FRIAS,59,2021
GORGOR,7,2021
GOYLLARISQUIZGA,9,2021
GREGORIOPITA,36,2021
GROCIOPRADO,260,2021
GUADALUPE,379,2021
GUADALUPITO,34,2021
GUZMANGO,3,2021
HABANA,5,2021
HAQUIRA,85,2021
HERMILIOVALDIZAN,17,2021
HEROESALBARRACIN,1,2021
HEROINASTOLEDO,12,2021
HONGOS,1,2021
HONORIA,17,2021
HUABAL,29,2021
HUACHUAS,8,2021
HUACACHI,21,2021
HUACAA,6,2021
HUACAR,68,2021
HUACASCHUQUE,5,2021
HUACAYBAMBA,53,2021
HUACCANA,57,2021
HUACCHIS,7,2021
HUACHAC,28,2021
HUACHIS,30,2021
HUACHO,832,2021
HUACHOCOLPA,53,2021
HUACHON,11,2021
HUACHOS,21,2021
HUACHUPAMPA,1,2021
HUACLLAN,6,2021
HUACRACHUCO,102,2021
HUACRAPUQUIO,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
HUACRACHUCO,NA,2021
Distrito,NA,2021
HUACRAPUQUIO,14,2021
HUACULLANI,39,2021
HUAILLATI,15,2021
HUALGAYOC,56,2021
HUALHUAS,40,2021
HUALLA,23,2021
HUALLAGA,10,2021
HUALLANCA,73,2021
HUALLAYGRANDE,15,2021
HUALMAY,244,2021
HUAMACHUCO,370,2021
HUAMALI,23,2021
HUAMANCACACHICO,49,2021
HUAMANGUILLA,51,2021
HUAMANQUIQUIA,11,2021
HUAMANTANGA,12,2021
HUAMATAMBO,4,2021
HUAMBALPA,28,2021
HUAMBO,20,2021
HUAMBOS,14,2021
HUAMPARA,4,2021
HUANCA,15,2021
HUANCAHUANCA,5,2021
HUANCABAMBA,210,2021
HUANCAN,116,2021
HUANCANE,291,2021
HUANCANO,25,2021
HUANCAPI,23,2021
HUANCAPON,6,2021
HUANCARAMA,61,2021
HUANCARANI,47,2021
HUANCARAY,43,2021
HUANCARAYLLA,27,2021
HUANCARQUI,18,2021
HUANCAS,4,2021
HUANCASPATA,26,2021
HUANCAVELICA,435,2021
HUANCAYA,2,2021
HUANCAYO,1420,2021
HUANCHACO,561,2021
HUANCHAY,12,2021
HUANDO,63,2021
HUANDOVAL,8,2021
HUANGASCAR,4,2021
HUANIPACA,28,2021
HUANOQUITE,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
HUANIPACA,NA,2021
Distrito,NA,2021
HUANOQUITE,38,2021
HUANTA,244,2021
HUANTAN,7,2021
HUANTAR,25,2021
HUANUARA,8,2021
HUANUCO,1085,2021
HUANUHUANU,11,2021
HUANZA,13,2021
HUAEC,3,2021
HUAQUIRCA,20,2021
HUARAL,1005,2021
HUARANCHAL,30,2021
HUARANGO,89,2021
HUARAZ,646,2021
HUARI,83,2021
HUARIACA,68,2021
HUARIBAMBA,34,2021
HUARICOLCA,25,2021
HUARIPAMPA,11,2021
HUARMACA,115,2021
HUARMEY,267,2021
HUARO,31,2021
HUAROCHIRI,58,2021
HUAROCONDO,58,2021
HUAROS,12,2021
HUASAHUASI,106,2021
HUASICANCHA,9,2021
HUASMIN,52,2021
HUASO,18,2021
HUASTA,13,2021
HUATA,31,2021
HUATASANI,29,2021
HUAURA,290,2021
HUAYHUAY,9,2021
HUAYACUNDOARMA,5,2021
HUAYAN,11,2021
HUAYANA,7,2021
HUAYLAS,22,2021
HUAYLILLAS,6,2021
HUAYLLABAMBA,75,2021
HUAYLLACAYAN,4,2021
HUAYLLAHUARA,2,2021
HUAYLLAN,25,2021
HUAYLLAPAMPA,2,2021
HUAYLLAY,66,2021
HUAYNACOTAS,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
HUAYLLAY,NA,2021
Distrito,NA,2021
HUAYNACOTAS,24,2021
HUAYO,5,2021
HUAYOPATA,66,2021
HUAYRAPATA,29,2021
HUAYTARA,28,2021
HUAYUCACHI,84,2021
HUEPETUHE,51,2021
HUERTAS,29,2021
HUICUNGO,40,2021
HUIMBAYOC,18,2021
HUMAY,55,2021
IBERIA,31,2021
ICA,1809,2021
ICHOCAN,23,2021
ICHUA,30,2021
ICHUPAMPA,8,2021
IGNACIOESCUDERO,174,2021
IGUAIN,21,2021
IHUARI,17,2021
IHUAYLLO,10,2021
ILABAYA,31,2021
ILAVE,498,2021
ILLIMO,52,2021
ILO,618,2021
IMAZA,28,2021
IMPERIAL,289,2021
INAHUAYA,3,2021
INAMBARI,141,2021
INCAHUASI,12,2021
INCHUPALLA,33,2021
INCLAN,4,2021
INDEPENDENCIA,2707,2021
INDIANA,52,2021
INGENIO,28,2021
INGUILPATA,3,2021
INKAWASI,23,2021
IAPARI,5,2021
IPARIA,18,2021
IQUITOS,1476,2021
IRAY,10,2021
IRAZOLA,27,2021
ISLAY,28,2021
ITE,15,2021
ITUATA,18,2021
IZCUCHACA,12,2021
JACASCHICO,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
IZCUCHACA,NA,2021
Distrito,NA,2021
JACASCHICO,6,2021
JACASGRANDE,30,2021
JACOBOHUNTER,474,2021
JAEN,559,2021
JAMALCA,10,2021
JANGAS,45,2021
JANJAILLO,10,2021
JAQUI,17,2021
JAUJA,257,2021
JAYANCA,68,2021
JAZAN,38,2021
JEBEROS,4,2021
JENAROHERRERA,17,2021
JEPELACIO,63,2021
JEQUETEPEQUE,32,2021
JESUS,155,2021
JESUSMARIA,1733,2021
JESUSNAZARENO,113,2021
JILILI,15,2021
JIRCAN,5,2021
JIVIA,9,2021
JORGECHAVEZ,7,2021
JOSECRESPOYCASTILLO,163,2021
JOSEDOMINGOCHOQUE,33,2021
JOSEGALVEZ,24,2021
JOSELEONARDOORTIZ,605,2021
JOSELUISBUSTAMANTE,704,2021
JOSEMANUELQUIROZ,41,2021
JOSEMARIAARGUEDAS,26,2021
JOSEMARIAQUIMPER,40,2021
JOSESABOGAL,41,2021
JUANESPINOZAMEDRANO,26,2021
JUANGUERRA,33,2021
JUANJUI,231,2021
JULCAMARCA,6,2021
JULCAN,91,2021
JULI,213,2021
JULIACA,1961,2021
JUMBILLA,12,2021
JUNIN,101,2021
JUSTOAPUSAHUARAURA,8,2021
KAQUIABAMBA,29,2021
KELLUYO,27,2021
KIMBIRI,101,2021
KISHUARA,55,2021
KOSIPATA,NA,2021
CUADRON,3,2021
DEFUNCIONESREGISTRADASPOR,NA,2021
DISTRITOSSEGNAO,2021,2021
Seleccionecursorsobremapapara,NA,2021
vermayores,NA,2021
detalles,NA,2021
Distrito,NA,2021
KISHUARA,NA,2021
KOSIPATA,54,2021
KUMPIRUSHIATO,1,2021
KUNTURKANKI,47,2021
LAARENA,234,2021
LABANDADESHILCAYO,242,2021
LABREA,80,2021
LACAPILLA,8,2021
LACOIPA,79,2021
LACRUZ,69,2021
LACUESTA,3,2021
LAESPERANZA,1434,2021
LAFLORIDA,10,2021
LAHUACA,106,2021
LAJALCA,27,2021
LAJOYA,199,2021
LALIBERTAD,13,2021
LALIBERTADDEPALLAN,11,2021
LAMATANZA,117,2021
LAMERCED,26,2021
LAMOLINA,1487,2021
LAMORADA,17,2021
LAOROYA,176,2021
LAPAMPA,10,2021
LAPECA,35,2021
LAPERLA,860,2021
LAPRIMAVERA,5,2021
LAPUNTA,67,2021
LARAMADA,5,2021
LATINGUIA,353,2021
LAUNION,392,2021
LAVICTORIA,3178,2021
LAYARADALOSPALOS,33,2021
LABERINTO,44,2021
LACABAMBA,2,2021
LACHAQUI,13,2021
LAGUNAS,96,2021
LAHUAYTAMBO,8,2021
LAJAS,59,2021
LALAQUIZ,28,2021
LAMAS,178,2021
LAMAY,37,2021
LAMBAYEQUE,248,2021
